ID Post,User Name,Comments,Sentiments,Sentiment_Predicted
25,Vr Meriem,تعبئة عشرالاف مهدرتش قع بيها ذهب,Negatif,Positif
25,Schahra Zed Macrame,vous etes des voleurs حسبي الله ونعم الوكيل فيكم,Negatif,Negatif
25,Schahra Zed Macrame,دايمن سرق حسبي الله ونعم الوكيل فيكم ماشي هدي المرة الاولى كانو عندي 1100دج سرق 600دج حرام عليكم انا ذوي الاحتياجات الخاصة ياعاجابا المعوقين و مارحمتوهومش,Negatif,Negatif
26,SãLmã Kh,dirlona 1g كل يوم خيرمن كل سمانة,Neutre,Positif
26,طواهري مختار,اطلقوا لنا عروض الامتياز ربي يهديكم,Negatif,Positif
26,Amine Belhadj,انترنت خاص ب جازي انه تقريبا تحبس في ليل ديرولها حل,Negatif,Positif
26,Taher Nacer,ممكن الرد على رسالتي في الخاص,Neutre,Positif
26,Abdessamed Bensbaa,اصلحوا شبكة يجدك,Negatif,Negatif
26,Djamal Wolf,انترنت هي لا يوجد لماذا,Negatif,Negatif
26,Le Serpon,scan & win خاص ب جازي اب أين نقدر نلقا سكان تاعها من فضلكم الله يحفظكم,Neutre,Positif
26,Vr Meriem,تعبئة عشرالاف مهدرتش قع بيها ذهب,Negatif,Positif
26,Mâhdi Gûêrfi,تصب قليل مطر يذهب شبكة أسوء متعامل,Negatif,Negatif
26,فلة فاطمة الزهراء,كي نديرو نبدلو من ايضا إلى هايلة ماكسي ؟,Neutre,Neutre
26,Hamza Islam,اخويا شبكة والكنكسيو لا يوجد,Negatif,Negatif
26,Football News & Tactics,و لماذا زدتو زر البسمة و خليتوها كل أسبوع عندكم تفكير خاص ب كهل.,Negatif,Negatif
26,زهرة الأمل,نحير انا نكتيفي تبدا متال على خمسة قدقد تفض خمسة قدقد موش ملاحة دجيري بكل احتراماتي ليكم موبيليس خير منكم,Negatif,Positif
26,Guediri Guediri Guediri,الرجاء التوقف عن الاتصال بالرقم 2020، هل تريدون إجباري على وضع رنة. ماهذه الوقاحة؟ أولادي يستعملون الهاتف ويردون في أي لحظة. هل تحاولون إيقاع الزبائن في هكذا أخطاء؟ هذه ليست طريقة سليمة وصحيحة تتعاملون بها مع الزبائن. لأنكم أرسلتم رسائل رنتي، ولو كنت أرغب في وضع رنة، لفعلت، ولكنني لم أفعل. توقفوا عن التطفل والاتصال بالزبائن، اكتفوا بتحسين شبكة زبائنكم، وتصحيح أعطاب الشرائح، أما الرنة فالزبون الذي لا يضعها حر.,Negatif,Negatif
26,Maria Zebouchi,ياوجوه الشر الشهر تاعنا فيه 30 يوم ماشي 10 ايام فقط,Negatif,Negatif
26,Om Oumnia,ردو عليا في خاص,Negatif,Positif
26,Islam Fit Bro,سرق دراهم شعب 20 جيغا في 13 يوم,Negatif,Negatif
26,عيسى عيسى,يوجد تسجيل 2g,Neutre,Positif
27,Schahra Zed Macrame,والله حرام عليكم كل ما تعبئة تسرقوني واشنو هذا الشىء واشبيكم جهلتو؟؟ حسبي الله ونعم الوكيل فيكم,Negatif,Negatif
27,Abdenour DZ,لمادا كل أسبوع.و لمادا لم تضعونها فتطبيق,Neutre,Positif
27,املي بالله كبير,انا وليت مانفليكسيش كي تعبئة افعل لدوني يروحو كامل,Negatif,Negatif
27,Btcs Mining,لقد تركت رسالة في الصفحة مسنجر اجيبوني,Neutre,Negatif
27,Moxa Havok,لا يوجد عروض للأسف لا نزال في العصور الوسطى ديرونا عروض خاص ب السرعة مقابل السعر,Negatif,Negatif
27,Farid Lamari,"djezzy,un operateur a fuir plus de 20 ans d existence في algerie sans aucune amelioration des deconnexions frequentes une qualite reseau mediocre.",Negatif,Negatif
27,Fouad Belaidi,أين هي عروض امتياز؟,Neutre,Negatif
27,Djolo Finix,عندي استفسار كانت عندي شريحة djezzy la ligne و كانت فتيليفون مانستعملوش غلقوها و الرقم مامدوهش اسك نقدر نسترجعها,Neutre,Negatif
27,مراد علمدار,شبكة جازي ضعيف كثيرا,Negatif,Negatif
27,Äÿmêñ Bërrãk,سلام عليكم عندي شبكة قديم نقدر نعاود نشريه جيزي؟,Neutre,Positif
27,Ronaldo Pablo,خويا من فضلك كل ما تعبئة يروحوا الدراهم البارح راحولي 20 الف كلنش حل ؟,Negatif,Negatif
27,Mani Mimo Karim,اصلاح انترنت نتاعكم ومنبعد ساهل,Negatif,Positif
27,Țïmë Bïŗđ,هل هناك طرق لربح انترنت 2g ؟,Neutre,Positif
27,عباد علي ABAD ALI,كيف نحول الخطي لي جازي ايزي,Neutre,Negatif
27,Bachir Ñajib,كفاش نفعل عروض امتياز,Neutre,Positif
27,Belhadri Amar,شبكة جازي ضعيف كثيرا و اصلاح انترنت نتاعكم ومنبعد ساهل,Negatif,Negatif
27,Ñøür Ëddįñê,وشنهي الخطوات هذو ثاني كشما فوائد جاوبونا يا ناس,Neutre,Positif
27,حمياني مهدي,اللهم صل وسلم وبارك على سيدنا محمد ما ذكره الذاكرون وصل وسلم وبارك على سيدنا محمد ما غفل عن ذكره الغافلون,Positif,Positif
27,Bóďï Ĺæţ,عندي مشكل في.جيزي اب,Negatif,Negatif
27,Schahra Zed Macrame,حسبي الله ونعم الوكيل فيكم سراقين,Negatif,Negatif
27,Amine Ar,كي نتك على تبرع يخرجولي هادي,Neutre,Positif
27,Ridha Maraval,راكم سرق فينا نورمال !! كانت عندي 70 دج رصيد ماتكلمتش مع حتى واحد لقيت الرصيد 00 !!؟؟ بالاك تخافو الله عواشر عواشر و توبو إلى الله وتبركاو من السرقة !! والله عييتونا !! الشركة تاعكم سيء ماكان لا يوجد الا السرقة و الخرطي !! شبعتونا مقروض,Negatif,Negatif
27,باىع الزهور,رمضان مبارك للجميع,Positif,Positif
28,Raf Ik,شبكة ضعيفة جدا,Negatif,Negatif
28,Fli Fla,sagmoulna reseau que il catastrophe,Negatif,Negatif
28,Mira Sillå,راكم قفلتولي شريحة تاعي دون سبب دين الله اي شريحة نشريها يقفلوها تقول حافين فيهاا كيفاه افعل بأه نسترجعها,Negatif,Negatif
28,Aloo Aloo,ممكن نقملكم اقتراحات من أجل خدمة الزبائن .,Neutre,Positif
28,عبد القادر بن,انترنت راها انتهاء ثم ثم,Negatif,Negatif
28,ايمن زوقار,للانترنت مكنش ليوم كل,Negatif,Positif
28,Ali SharaShi,شركة فاشلة بجمييع المقاييس المهنيه والاخلاقيه ما عندكم مهنيه,Negatif,Negatif
28,あᎯᎽᎾᏬ ᏰᎬく㷭ꜝꜝཬྀ,كل ما تعبئة تسرقولي ول حتى تعبئة يتسرق اسوء شبكة,Negatif,Negatif
28,Malik Alger,من المفروض كل يوم 2 g,Neutre,Negatif
28,Abde Hamid,لماذا سرق خطوات,Negatif,Negatif
28,Anis Mandalorian,اهلا ممكن طلب امي لديها شريحه جازي منذ الفين تستاهل مكافئة على وفائها لكم,Neutre,Positif
28,Sãlàh Zmiÿčhė,انترنت ضعيفة جدا,Negatif,Negatif
28,Rihab Rofayda,تمدوا قفة رمضان عندي يتامى ان امكن,Neutre,Positif
28,Kmal Kmal,اودي قلبو لنا امتياز رمضان انه جاي,Neutre,Positif
28,Aloo Aloo,نريد خدمة انترنت فقط دون مكالمات,Neutre,Neutre
28,Louai Boulahia,نريد رمز qr سكان اند أين,Neutre,Positif
28,Manel Manelo,معليش ترجعولي على لي ميساج رجاءا,Neutre,Negatif
28,عيسى بوعكاز,هلكتونا بالسرق,Negatif,Negatif
28,Pèrle D'Océan,vu,Neutre,Neutre
28,Khalil Kirouane,تطبيق جازي متوقف,Negatif,Negatif
28,Hako Gn,وراهم عروض رمضان..,Neutre,Positif
29,Sofiane El Amine Djerdjar,juste pour vous dire que votre reseau est catastrophique un service merdique je vais changer d’operateur vite mobilis,Negatif,Negatif
29,ۦ ۦ ۦ ۦ ۦ ۦ ۦ ۦ,لماذا سرق كثيرا كونكسيو؟!,Negatif,Negatif
29,Õțãkö Ýt,اصنعو شبكة تاعكم ولا نروحو ل اوريدو,Negatif,Positif
29,حسبى اللة ونعم الوكيل,تم,Neutre,Positif
29,Hana Medileh,ماسبب الخلل في انترنت في شريحة djeezy,Negatif,Negatif
29,رنيم رنيم,لماذا منقدرش نشوف صور,Neutre,Negatif
29,Made Abdou,انترنت ثقيلة على سلحفاة,Negatif,Negatif
29,نسز نسن,رجعولنا 6 جيغا في تطبيق جازي,Neutre,Negatif
29,سلمات مصطفى,اكبر نصاب في العالم,Negatif,Positif
29,الواعر عبد الكريم,تسرق الرصيد وخمه رديء جدا,Negatif,Negatif
29,Adam Omar,الأنترنت هي عيانة كثيرا ماذا يوجد,Negatif,Neutre
29,Adem Adem,افعلو لنا انترنت ايليميتي شهر,Neutre,Positif
29,Yacine Az,فاشلين,Negatif,Negatif
29,Fethi Abdi,لماذا تم توقيف عرض امتياز 1200da3?!,Neutre,Negatif
29,Mohamed Ānes,افعلو لنا عروض جديدة,Neutre,Positif
29,Ali Ali Madani,تخيل في 2024 كل ما نطلبه من شركة جازي أن توفر لنا انترنت مستقرة وثابتة بسرعة 250 kb !! ضحك . حسبنا الله ونعم الوكيل فيكم,Negatif,Positif
29,روحي مفعمة بحب الله,يخي معقدين اسوء شركة اسوء خدمة اسوء انترنت وجوه البخص يخي يموتو اويفناو الله لاتربحكم لادنيا ولآخرة,Negatif,Negatif
29,cosmo dz,مسابقة رمضان ارسل الاسم رقم الهاتف في الخاص كل اسبوع فيه tn black black عن طريق القرعة شروط المسابقة ارسال رابط الصفحة للاصدقاء,Neutre,Neutre
30,Khair Edin Mohamed Louati,كن كملتوها مليار,Neutre,Positif
30,Abdou Nimr,جازي الأفضل,Positif,Positif
30,Møhāmēd Âmïne Hãdjêl,821مليون خطوة مهكرة,Neutre,Negatif
30,روحي مفعمة بحب الله,للأسف خدمات سيئة جدا,Negatif,Negatif
30,Mehdi Doumi,loukan tetber3oulna avec une bonne connexion internet qu on paie pour rien pratiquement,Negatif,Positif
30,كلام,سلام كيف نحي خدمة طرونكيلو,Neutre,Positif
30,Oum Amir,شريت شريحة جازي نهار الجمعة ماراهيش تخدم قالي حتى يطلقو شبكة متى يطلقوه,Negatif,Negatif
30,Belkacem Loukman,مسابقة حقيقية بإذن الله على خمس ايقونات 15برو iphone 15برو تنتهي المسابقة في 31 مارس2024 طريقة التسجيل سهلة تدخل على الرابط وتضع اسمك بالإنجليزية واميلك وتضغط على entre,Neutre,Positif
30,سلسبيل سلسبيل,djezzy,Negatif,Negatif
30,Djamel Sakhi,comment savoir les motifs de detournements sans prealables de mes credits..le 0770857 ne repond et fait distiler la pub a mes frais.?,Neutre,Negatif
30,سلسبيل سلسبيل,اتكلم في خاص djezzy,Negatif,Positif
30,Sam Sam Ber,bravo djezzy,Positif,Positif
30,سلسبيل سلسبيل,djezzy,Neutre,Positif
30,Brahim Pent,شبكة لا يوجد كنكنسيو لا يوجد لماذا هذا خدمات جدا سيءة راكم تسرق فينا ولاشاه ذرك نفلكسيو مكاين لا شبكة لا انترنت هاريقلونا,Negatif,Negatif
30,بسيط بسيط,تبيعوهم لسويت كوين وقيل ؟,Neutre,Negatif
30,قوادرة أيوب,scan,Neutre,Positif
30,Âķŕám Bábļő,توجد عروض جيدة في رمضان,Positif,Positif
30,Djalfaoiy Yli Na,من فضلكم احتاج توفير امكانية سلف من جازي او هدية من عندكم جيغا او اثنين تحقيق معجزة في تاريخكم كرهت الزيرو,Negatif,Negatif
30,Lelad Ahmena RZ,جازي يهديكم ربي بشوي على لي جيغا والله ما عقلية هك,Negatif,Negatif
30,Made Abdou,انترنت ثقيلة على سلحفاة,Negatif,Negatif
30,معمر ناصر ناصر,ياجزي هيلة ماكس مكان ولو فيها,Negatif,Positif
30,سلسبيل سلسبيل,رادو على خاص djezzy,Negatif,Positif
30,㐅︵㐅,رجعولنا 6g يرحم والديكم,Negatif,Negatif
30,الجزائري الجزائري,روحو تعطو ياجازي خاص ب شكوبي ديرين كي نمي خونتولي 1g يارخاص يا نقوش,Negatif,Negatif
30,Mouloud boudchicha,ولاد الحرام وصلت سمانة منذ 3 ايام لكن يقولون انه مزال لم تصل سمانة,Negatif,Negatif
30,Sadout Ayoub,ياشركة جازي يهديكم ربي ركم صوبيتي سرق عيني عينك ماذا هاذا,Negatif,Negatif
31,Oussama Ben,ولاو عندي الاعصاب والسكر وضغط الدم هاذا كامل بسبت شبكة نتاعكم,Negatif,Negatif
31,Ahmed Rami,اصلحوا شبكة تاعكم و مبعد ساهل,Negatif,Negatif
31,Ñoür Ãbîr,انا مزالتلي سمانة وتخلاص كونكسيوا ومزالتلي 50 جيقا شبكة ناقص ميخليكش حتا تخدم بالانترنت وديروا فيها بذمة لكي مستهلك ميكملش انترنت اسوء شبكة شفتوا في حياتي,Negatif,Negatif
31,Djaafar Djaafar,لكي تكون مشهور يجب تكون كيما جازي مشهورة بالسرقة وسوء الخدمات,Negatif,Negatif
31,Youcef Milan,ها يمكن التحويل من هايلة كثيرا إلى legend ؟,Neutre,Positif
31,Amer Nemouchi,اصلحوا شبكة تاعكم ومن بعد ساهل ه,Negatif,Negatif
31,Seddike Bahi,شبكة عيان 60جيكا ذهب مجانا,Negatif,Positif
31,Yac Ine,يوجد مشكل فالريزو !!؟,Negatif,Negatif
31,ChouLii Ricardo Quaresma,كيف لكي نقدر نكتيفيها ؟,Neutre,Positif
31,人生 パズル,هل يمكن تحويل من منفرد إلى legend,Neutre,Positif
31,Kavani Samaras,يا شركة السراقين بارح فليكست 100 اليوم ديتوها سرقتوها أمبعد تقولي c tu veux desactive مهم شريحة من 2009 كسرتها اليوم سراقين,Negatif,Negatif
31,Nouna Kacem,حسبي الله و نعم الوكيل فيكم,Negatif,Positif
31,Güz Ęl,ديتولي كامل لانترنات,Negatif,Positif
31,Ađ Ėł,هل توجد عروض لشهر رمضان ؟,Neutre,Positif
31,Tassnim Ch,شهر؟؟,Neutre,Neutre
31,محمد عبد الله,أي عروض بمناسبة شهر رمضان ؟,Neutre,Positif
32,Imad Bernou,سجلوني جازي,Neutre,Positif
32,Țïmë Bïŗđ,صح فطوركم شركة جازي,Positif,Positif
32,Nouh Mrah,رمضان مبارك,Positif,Positif
32,فايزة ميهوبي,بالتوفيق للجميع,Positif,Positif
32,امي جنتي وابي عطرها,عريتوني مكان حالة جازي انترنت بالخف تكمل,Negatif,Negatif
32,Danzo ST,راهم يحملو فيه مهكر خاص ب الخطوات,Neutre,Positif
32,Abdelhafidh Athmani,سلام كيفية المشاركة في مسابقة ranati عبر التطبيق,Neutre,Neutre
33,Vee Ga,سرق انترنت كثيرا لم افهم لماذا مزال مابدلتش شريحة وقيل سحرتونا,Negatif,Negatif
33,Ramzi Ramzi,هده هي الاشتركات,Neutre,Positif
33,Belkacem Loukman,مسابقة حقيقية بإذن الله على خمس ايقونات 15برو iphone 15برو تنتهي المسابقة في 31 مارس2024 طريقة التسجيل سهلة تدخل على الرابط وتضع اسمك بالإنجليزية واميلك وتضغط على entre,Neutre,Positif
33,Rãÿáñ Ghâssøũl Rayane,merci,Positif,Positif
33,Fares Thamri,ليوم فلكسيت سرقوها,Negatif,Negatif
33,Fares Thamri,مفهمتش؟؟,Neutre,Neutre
33,حسابي للعمل,مشكل عروض فاشلة,Negatif,Negatif
33,فايزة ميهوبي,بالتوفيق للجميع,Positif,Positif
33,Oussama St,يجب نشري شريحة جازي كل الشكر,Positif,Positif
33,ميلود عبد الرزاق,من فضلكم رد على الخاص,Neutre,Positif
33,Made Abdou,إنترنت ثقيلة على سلحفاة,Negatif,Negatif
33,عيسى ڨرماط,عرض فاشل,Negatif,Negatif
33,Bilo Milan,عرض افشل القويم والركايب,Negatif,Negatif
33,فارسﮮ الجنﮮ,"اكتفيت خاص ب 2 جيقا اسبوع 150دج ماكاش, كذابين",Negatif,Negatif
34,ᏞᎳᎪᏞ ᎥᎠᎪ,راني حولت شريحة تاعي من هايلة ماكسي إلى djezzy legend,Neutre,Positif
34,Sam Sam Ber,vive djezzy,Positif,Positif
34,Boudjema Merouane,جازي الأفضل,Positif,Positif
34,Mohamed Mellak,شبكة أضعف كونكسيون سلحفاة تحيا اوريدو قوة في شبكة وتدفق انترنت,Negatif,Negatif
34,Brikhou Ahmed,شكرا جازي,Positif,Positif
34,Nedjwa RE,بالتوفيق بارك الله فيكم,Positif,Positif
34,Batna Zizou,أي جديد ول,Neutre,Positif
34,ام محمد ام محمد,وي,Neutre,Positif
35,أخبار دائرة عشعاشة ولاية مستغانم,الحمد لله أني أستغنيت عن جازي منذ ثلاثة أشهر تقريبا بسبب رداءة الشبكة التى سببت لنا ضغط نفسي بالرغم من أن جازي تأخذ أموالنا كل شهر دون تقديم الخدمات الحقيقية لنا مقابل إشتراكاتني و كأننا نتسول عليها ، ولما نتصل بمصلحة الزبائن يتحججون بالمصلحة التقنية إنتظر إنتظر فقد قدمنا طلب تصليح الشبكة منذ شهر ماي 2023 و وكل مرة نتصل بمصلحة الزبائن يتحججون بالمصلحة التقنية إلى غاية شهر أكتوبر ولم تحل الشركة المشكل فتخليت عن شريحة جيزي، و في شهر ديسمبر اتصلت الشركة وطلبت مني العدول عن قراري و إسترجاع الشريحة لإستعمالها مرة أخرى مع تسديد الفاتورة الأخيرة التي لم أستفد منها فرفضت ذلك و مستعد الدخول معها أروقة العدالة والان مع شركة موبليس الحمد لله راني نحرر في دراهمي حسبنا الله ونعم الوكيل,Negatif,Negatif
35,Chou Chaouki,تحشاتلي شريتها لكي نجيب بيها رمضان، والله ياجماعة لا تستاهل ،لاريزو يصلح لا انترنت ،140الف تاعك خليها في جيبك و لا أشري أوريدو دوم دوم خير من جازي,Negatif,Negatif
35,Smàįl Ñâsrddĩnę,خويا كنيكسيو في جازي هي تقيلة كثيرا وتهلاو طلقو شبكة,Negatif,Negatif
35,Made Abdou,انترنت ثقيلة على سلحفاة,Negatif,Negatif
35,مصطفى طرفية,اصلحوا شبكة انه كارثة,Negatif,Negatif
35,Moür Tada,ريزوا لا يوجد كل,Negatif,Negatif
35,Rahim Bouras,هل من جديد حول محمولية الرقم ؟,Neutre,Neutre
35,Ra Ouf,kayen migration min hayla maxi vers legend?,Neutre,Negatif
35,Zaineeb Bhl,تعبئة ديتولي 15 جيقا,Negatif,Negatif
35,AmiNe Ds,اصلحوا شبكة,Negatif,Negatif
35,Mortet Zoubir,pour migration de djezzy special a legend s il vous plais,Neutre,Positif
35,Ghano Clx,وينا تطلقو شبكة,Negatif,Positif
35,الآخرة خير وأبقى,شبكة ناقص كثيرا,Negatif,Negatif
35,Lakhdar Abdelkrim,thanks djezzy,Positif,Positif
35,Zizou Phone,pour migration de djezzy special a legend s il vous plais,Neutre,Positif
35,Wahid Ba,تدفق انترنت ضعيف جدا او منعدم بعد الساعة 17:00 مافائدة 70 جيقا ؟! لديكم اضعف تدفق من بين كل المتعاملين.. ماتقولوليش اعطيلنا معلومات في الخاص علاخاطر راني مديتهالكم 3 مرات وماكان والو..,Negatif,Negatif
35,Àmîñé Ahmed Ayad,اسوء شريحة فلعالم لا شبكة لا عروض شابين لا إنترنت مجانا كل يوم في رمضان لا يوجد متمدش لي بونوس ثان,Negatif,Negatif
35,الحواس بن عيسى,1 جيقا أو 12 جيقا أو 40 جيقا أو 60 جيقا أو 100 جيقا و شبكة عيان كي تكون انترنت عيانة و ثقيلة ما هو راح افعل بالعروض هذه,Negatif,Negatif
35,Fayçal Tlm Tlemcen,اسوأ شبكة هاتف نقال في اوجليدة,Negatif,Negatif
35,Ïdrïs Båhrì,كيفاه نفعلوه هذا عرض,Neutre,Positif
36,Adel Bouchama,جازي أحسن شبكة,Positif,Positif
36,Móhamed Ÿákøùb,وفرولنا انترنت بونيس بلمجان,Neutre,Positif
36,Tahir Saidi,جیزی احسن خدمات,Positif,Positif
37,Adel Bellili,المشكل في شبكة انترنت لا يوجد,Negatif,Negatif
37,Ricky Sam,فيكم الا لكذب انا في رمضان ياك احشمو,Negatif,Negatif
37,Sam Sam Ber,merci djezzy fort,Positif,Positif
37,Chaima Mimi,كيفاه,Neutre,Positif
37,Nabil Ben Hamou,أعلاه راكم تدولي هذيك الخمس آلاف الذي تقعدلي اعلاه,Negatif,Positif
37,ﹾ٭ ﹾ٭ ﹾ٭ ﹾ٭,شكرا جازي,Positif,Positif
37,Nili Nili,كيفاه,Neutre,Positif
37,Áŷm Ěñ,كذب,Negatif,Negatif
37,You Nës,جازي ذهب فيها صاي لا شبكة لا انترنت سيء سيء وميخدمش تطبيق كع خسرت لا انفي لا تحويل ردونا 6g وردو نشوفو فطوات بال0 راكم الا تزيدو تخسرو فمتعاملين خاص بكم كسبوهم تربحو,Negatif,Negatif
38,Djøü Dã,شبكة راهو كارثة في جازي,Negatif,Negatif
38,Sara Talhi,ما راهيش تمشي عندي ما نقدرش لا نتصل لا يتصلو بيا ماذا يوجد,Negatif,Negatif
38,ابو معاذ,رجعولي 1جيقا ب 30دج يرحم والديكم,Negatif,Negatif
38,ᏚᎿᎡᏫᏁᎶ ᎶᎥᎡᏞ,دعوة مراهيش تمشي,Negatif,Positif
38,Mouh Alger,كفاش هادي,Neutre,Positif
38,Sam Winston,شبكة يذهب كامل,Negatif,Negatif
38,S-i Sifo,يوجد مشكل في الدعوة,Negatif,Negatif
38,Boudkhila Abdelselam,عيش ايام رمضان مع djezzy,Neutre,Positif
38,S-i Sifo,خاوتي كامل.. الغو متابعت صفحة djezzy,Negatif,Negatif
38,Ãçhrãf Hå,rahim hamzaoui,Neutre,Positif
39,Plume Plume,vive djezzy,Positif,Positif
39,Kader Kader,fort,Positif,Positif
39,Sam Sam Ber,vive djezzy,Positif,Positif
39,Amin TClemson,سلام عليكم بغيت نسقسيكم علي لي بوتيك متى يقفلو في رمضان,Neutre,Negatif
39,Jamel Ooredoo,هده فاتوره كل شهر نخلص او شريحة عاديه,Neutre,Negatif
39,Mohammed Khennoufa,الذي عنده legend يقدر شونجيها max,Neutre,Positif
39,Warda Al Djana,كيف نح تفعيل خاص ب مواقيت افطار ؟؟,Neutre,Neutre
39,Warda Al Djana,كيف افعل لكي نفعل الخدمة,Neutre,Positif
39,Mohamed Mehdi Kalafat,اخدمو شبكة خاص ب الانترنيت ممبعد افعلو العروض,Negatif,Negatif
39,Amina Berka,حابة شريحة تاعي نرجعها legend,Neutre,Positif
39,Nawel Ninet,شريتها و ندمت تقيلة كثيرا,Negatif,Negatif
39,Djaafar Djaafar,كي تمدولنا 100gوالريزو لا يوجد لاكونيكسو عيانة تقول فكرون يتمشى ماذا نديرو بها.همكم الوحيد سرق وتعريو في الناس لوكان جيتو تخمو في الزبون تاعكم تسقمو شبكة ولاكونيكسيو تاعكم وخليكم من الكذب والنفاق تقول جابوكم من إسرائيل,Negatif,Negatif
39,الحاج فلاڨ,تاعي ابونمو 70 خاص ب 20 دج كيفاه تولي؟,Neutre,Negatif
39,Mohamed El Amine,وهذي راني شفتها في سطوري يوجد منها,Neutre,Positif
39,عادل دخوش,راها عندي جازي ندمت ليشريتها,Negatif,Negatif
39,محمد عبد الله,هذا عرض دفع مسبق ولا بعدي؟,Neutre,Negatif
40,Kader Kader,جيد,Positif,Positif
40,ဗီူ ဗီူ ဗီူ ဗီူ,جيد,Positif,Positif
40,Plume Plume,جيد,Positif,Positif
40,Abdelkader Re,جيد,Positif,Positif
40,Smiley Tipaza,جيد,Positif,Positif
40,Koléa Koléa,عرض شباب,Positif,Positif
40,Khair Edin Mohamed Louati,lkn tzido f lw9t 15jr khir m smana,Neutre,Negatif
40,Ël Pæţreøña,درتها 5 جيغا مش 10 الا لكدب ايضا تعبئة يسرقولك وياكتيفيولك دراهم على هواهم حسبي الله ونعم لوكيل متخموش فناس هدي بلاك معندهاش بلاك يحتاجو لنترنات يقراو رمضان ؤمضان توما سرق,Negatif,Negatif
40,Bouchra Benchkk,احشمو على عرضكم راكم تاكتفيو عروض و تدولي 100 وكليكم ربي في هذا شهر نعد.. سراقين,Negatif,Positif
41,Sam Sam Ber,hayela,Neutre,Positif
41,Kouider KDr,عندي 15يوم وانا نستنا لكي ديرولي migration من hayla bzzf ل legend,Neutre,Positif
41,Med OM,كفاش نحولو منفرد ل legend,Neutre,Positif
41,Khã Lās,الرمز لكي تفعيل انترنت,Neutre,Positif
41,Yacine Laoudj,c est quoi une nouvelle puce ou seulement la legende ??,Neutre,Neutre
41,Kader Hasni,la comuniqation vers le telephone fixe est ce que c est gratuite ??,Neutre,Negatif
41,Ici khàñchĺà 40,djezzy نتوما تسرقوو اكتيفيت خاص ب 10جيغا عطيطوني 5 وكيلكم ربي,Negatif,Negatif
41,Wahid MD,وكيفاه نحولو العرض اصحاب الشرائح القديمة,Neutre,Negatif
41,Abdeselam Boudkhila,عيش الفرحة مع djezzy dima معاكم,Positif,Positif
41,AminoAmine YaAmine,بصح مخصوصة رسائل ليست محدودة,Neutre,Neutre
42,Ici khàñchĺà 40,djezzy لماذا سرق اكتيفيت خاص ب 10جيغا عطيطوني 5جيغا,Negatif,Negatif
42,As Ma Belkacemi,شكرا جازي و مرحبا بكم في فوجنا في كل وقت و مرحبا بضيوفنا الكرام🫶 فوج امال قاوش يرحب بكم و يتمنى لكم رمضان مبارك و عيد سعيد,Positif,Positif
42,Koléa Koléa,بالتوفيق,Positif,Positif
42,Abdelkader Re,ما شاء الله,Positif,Neutre
42,زيراري محمد الطيب,تقبل الله منا ومنكم صالح الاعمال وجزاكم كل خير,Positif,Positif
42,Zouzou Zouzou,bravo,Positif,Positif
42,Nour Yagin,ما شاء الله,Positif,Neutre
42,احمد لرباس,بتوفيق,Positif,Positif
42,Faris Lahlouh,djezzy love,Positif,Positif
42,Plume Plume,بالتوفيق,Positif,Positif
42,Seyfe Chaoui,سلام عليكم,Neutre,Positif
42,Frank Gsm,يرحم باباكم نحولنا عفايس لي راكو تنحو دراهم للناس لي راهم يجو يشتكو عندي كثر من لي راهم يفليكسيو,Negatif,Negatif
43,Noé Noé,احسن شريحة,Positif,Positif
43,Foofii Lacoste,احسن شريحة في الجزائر,Positif,Positif
43,Wahab Almatawar,صح فطورك,Positif,Positif
43,Abdelkader Re,bravo djezzy,Positif,Positif
43,يوسف الجزائري,djezzy,Neutre,Neutre
43,Wahab Almatawar,صح فطورك,Positif,Positif
44,Discovry LE Monde,التغطية لا يوجد والله الا عيب,Negatif,Negatif
44,Aymen YT,شبكة نتاعم ماسي كيما هوما كيف كيف شبكة ناقص خلاص,Negatif,Negatif
44,Karim Madrid,في ولاية مسيلة شبكة جازي ناقص كثيرا,Negatif,Negatif
44,Hamza Andaloussi,valable 1 mois ? et après la recharge pour la meme offre c est combien,Neutre,Neutre
44,عمر محمد بوباكورة,اسوء تغطية في الجزائر,Negatif,Negatif
44,Tarek Kan,جازي لاجند اسوء انترنت,Negatif,Negatif
44,Amine Rossoneri,تغطية ماكانش راني معاهم في أكثر 11 سنة والله عييت من شبكة,Negatif,Negatif
44,Djaafar Djaafar,ماشبعتوش من الكذب.في المواقع عصابة منظمة ومنافقين حتى حرمة رمضان عفستو عليها لوكان ماشي الناس لي تقرا التعليقات نسمعكم كلام في حياتكم ماسمعتوه أحشمو,Negatif,Negatif
44,الآخرة خير وأبقى,لماذا لم استفد من امكانية تحويل رقمي 0771 إلى هاذا العرض ؟,Neutre,Negatif
44,Houari Bensaid,عندي 15يوم وانا نستنا لكي ديرولي migration من hayla bzzf ل legend,Neutre,Positif
44,Mokrane Lahouali,سلام هل يمكن التحويل migration من djezzy special 20 إلى هذا العرض، علما أني ادفع نفس المبلغ أي 20 دج شهريا و شريحتي تحمل الرقم 0770,Neutre,Positif
45,عبد المالك بوفلكة,اصلحوا انترنت رآها كارثة 150 فشهر فيديو 2 دقائق ميمشيش,Negatif,Negatif
45,و'تين و'تين,من يعرف اسجلني في جازي,Neutre,Positif
45,عبد الباعث,خاوتي كيف نغير الحزمة,Neutre,Neutre
