ID Post,User Name,Comments,Sentiments,Predicted_Sentiment
38,Mouh Alger,كفاش هادي,Neutre,Neutre
38,Sam Winston,شبكة يذهب كامل,Negatif,Negatif
38,S-i Sifo,يوجد مشكل الدعوة,Negatif,Negatif
38,Boudkhila Abdelselam,عيش ايام رمضان djezzy,Neutre,Positif
38,S-i Sifo,خاوتي كامل الغو متابعت صفحة djezzy,Negatif,Negatif
38,Ãçhrãf Hå,rahim hamzaoui,Neutre,Neutre
39,Plume Plume,vive djezzy,Positif,Positif
39,Kader Kader,fort,Positif,Positif
39,Sam Sam Ber,vive djezzy,Positif,Positif
39,Amin TClemson,سلام عليكم بغيت نسقسيكم علي بوتيك يقفلو رمضان,Neutre,Neutre
39,Jamel Ooredoo,هده فاتوره شهر نخلص او شريحة عاديه,Neutre,Neutre
39,Mohammed Khennoufa,عنده legend يقدر شونجيها max,Neutre,Neutre
39,Warda Al Djana,نح تفعيل خاص مواقيت افطار,Neutre,Neutre
39,Warda Al Djana,افعل لكي نفعل الخدمة,Neutre,Neutre
39,Mohamed Mehdi Kalafat,اخدمو شبكة خاص الانترنيت ممبعد افعلو العروض,Negatif,Negatif
39,Amina Berka,حابة شريحة تاعي نرجعها legend,Neutre,Neutre
39,Nawel Ninet,شريتها ندمت تقيلة كثيرا,Negatif,Negatif
39,Djaafar Djaafar,تمدولنا gوالريزو لا يوجد لاكونيكسو عيانة تقول فكرون يتمشى نديرو همكم الوحيد سرق وتعريو الناس لوكان جيتو تخمو الزبون تاعكم تسقمو شبكة ولاكونيكسيو تاعكم وخليكم الكذب والنفاق تقول جابوكم اسرائيل,Negatif,Negatif
39,الحاج فلاڨ,تاعي ابونمو خاص كيفاه تولي,Neutre,Neutre
39,Mohamed El Amine,وهذي راني شفتها سطوري يوجد,Neutre,Neutre
39,عادل دخوش,راها عندي جازي ندمت ليشريتها,Negatif,Negatif
39,محمد عبد الله,عرض دفع مسبق ولا بعدي,Neutre,Neutre
40,Noé Noé,حب,Positif,Positif
40,Kader Kader,جيد,Positif,Positif
40,ဗီူ ဗီူ ဗီူ ဗီူ,جيد,Positif,Positif
40,Plume Plume,جيد,Positif,Positif
40,Abdelkader Re,مليح,Positif,Neutre
40,Smiley Tipaza,جيد,Positif,Positif
40,Koléa Koléa,عرض شباب,Positif,Positif
40,Khair Edin Mohamed Louati,lkn tzido f lw jr khir smana,Neutre,Neutre
40,Ël Pæţreøña,درتها مش الا لكدب ايضا تعبئة يسرقولك وياكتيفيولك دراهم هواهم حسبي الله ونعم لوكيل متخموش فناس هدية بلاك معندهاش بلاك يحتاجو لنترنات يقراو رمضان ؤمضان توما سرق,Negatif,Negatif
40,Bouchra Benchkk,احشمو عرضكم راكم تاكتفيو عروض تدولي وكليكم ربي شهر نعد سراقين,Negatif,Negatif
41,Sam Sam Ber,hayela,Neutre,Neutre
41,Kouider KDr,عندي يوم وانا نستنا لكي ديرولي migration hayla bzzf legend,Neutre,Neutre
41,Med OM,كفاش نحولو منفرد legend,Neutre,Neutre
41,Khã Lās,الرمز لكي تفعيل انترنت,Neutre,Neutre
41,Noé Noé,حب,Positif,Positif
41,Yacine Laoudj,quoi nouvelle puce seulement legende,Neutre,Neutre
41,Kader Hasni,comuniqation vers telephone fixe gratuite,Neutre,Neutre
41,Ici khàñchĺà 40,djezzy نتوما تسرقوو اكتيفيت خاص عطيطوني وكيلكم ربي,Negatif,Negatif
41,Wahid MD,وكيفاه نحولو العرض اصحاب الشرائح القديمة,Neutre,Neutre
41,Abdeselam Boudkhila,عيش الفرحة djezzy dima معاكم,Positif,Positif
41,AminoAmine YaAmine,بصح مخصوصة رسائل ليست محدودة,Neutre,Negatif
42,Ici khàñchĺà 40,djezzy لماذا سرق اكتيفيت خاص عطيطوني,Negatif,Negatif
42,As Ma Belkacemi,شكرا جازي مرحبا فوجنا وقت مرحبا بضيوفنا الكرام فوج امال قاوش يرحب يتمنى رمضان مبارك عيد سعيد,Positif,Positif
42,Koléa Koléa,بالتوفيق,Positif,Positif
42,Abdelkader Re,ما شاء الله,Positif,Positif
42,زيراري محمد الطيب,تقبل الله منا ومنكم صالح الاعمال وجزاكم خير,Positif,Positif
42,Zouzou Zouzou,bravo,Positif,Positif
42,Nour Yagin,ما شاء الله,Positif,Positif
42,احمد لرباس,بتوفيق,Positif,Positif
42,Faris Lahlouh,djezzy love,Positif,Positif
42,Plume Plume,بالتوفيق,Positif,Positif
42,Seyfe Chaoui,سلام عليكم,Neutre,Neutre
42,Frank Gsm,يرحم باباكم نحولنا عفايس راكو تنحو دراهم للناس راهم يجو يشتكو عندي كثر راهم يفليكسيو,Negatif,Negatif
43,Noé Noé,احسن شريحة حب,Positif,Positif
43,Foofii Lacoste,احسن شريحة الجزائر,Positif,Positif
43,Wahab Almatawar,صح فطورك,Neutre,Neutre
43,Abdelkader Re,bravo djezzy,Positif,Positif
43,يوسف الجزائري,djezzy,Neutre,Neutre
43,Wahab Almatawar,صح فطورك,Neutre,Neutre
43,Plume Plume,حب,Positif,Positif
44,Discovry LE Monde,التغطية لا يوجد والله الا عيب,Negatif,Negatif
44,Aymen YT,شبكة نتاعم ماسي كيما هوما شبكة ناقص خلاص,Negatif,Negatif
44,Karim Madrid,ولاية مسيلة شبكة جازي ناقص كثيرا,Negatif,Negatif
44,Hamza Andaloussi,valable mois apr recharge meme offre combien,Neutre,Neutre
44,عمر محمد بوباكورة,اسوء تغطية الجزائر,Negatif,Negatif
44,Tarek Kan,جيزي لاجند اسوء انترنات غضب غضب غضب,Negatif,Negatif
44,Amine Rossoneri,تغطية ماكانش راني معاهم اكثر سنة والله عييت شبكة,Negatif,Negatif
44,Djaafar Djaafar,ماشبعتوش الكذب المواقع عصابة منظمة ومنافقين حرمة رمضان عفستو عليها لوكان ماشي الناس تقرا التعليقات نسمعكم كلام حياتكم ماسمعتوه احشمو,Negatif,Negatif
44,الآخرة خير وأبقى,لماذا لم استفد امكانية تحويل رقمي الى هاذا العرض,Neutre,Neutre
44,Houari Bensaid,عندي يوم وانا نستنا لكي ديرولي migration hayla bzzf legend,Neutre,Neutre
44,Mokrane Lahouali,سلام يمكن التحويل migration djezzy special الى العرض علما اني ادفع المبلغ اي شهريا شريحتي تحمل الرقم,Neutre,Neutre
45,عبد المالك بوفلكة,اصلاح انترنت راها كارثة فشهر فيديو دقائق ميمشيش,Negatif,Negatif
45,و'تين و'تين,يعرف اسجلني جازي,Neutre,Neutre
45,عبد الباعث,خاوتي نغير الحزمة,Neutre,Neutre
45,Ismaiil Oukali,ياودي اصلاح الشبكة فقط ساهل,Negatif,Negatif
45,Plume Plume,حب حب حب,Positif,Positif
45,Kader Kader,حب,Positif,Positif
46,Noé Noé,djezzy coeur,Positif,Positif
46,Koléa Koléa,bravo djezzy,Positif,Positif
47,Lakhdar Abdelkrim,الف شكرا djezzy مزيدا التالق والنجاح صح صحوركم حب حب,Positif,Positif
47,Noé Noé,djezzy,Neutre,Neutre
47,Smiley Tipaza,حب,Positif,Positif
47,Koléa Koléa,شكرا,Positif,Positif
47,زيراري محمد الطيب,نتمنى مزيدا التقدم والتالق والرقي المستقبل,Positif,Neutre
47,Sofiane Rezeg,ان شاء الله احسن للاحسن,Positif,Positif
47,Kader Kader,شكرا djezzy,Positif,Positif
47,Messabihi Mohamed Anis,ربي يدوم المحبة حب حب,Positif,Positif
47,Badreddine Sadou,رمضان مبارك,Positif,Positif
47,Youssef Tronzit,صح فطورك,Neutre,Neutre
47,Sofiane Rezeg,شكرا جازي,Positif,Positif
47,Blondi Nette,مراهش يوجد شبكة راها تجي تجي e,Negatif,Negatif
48,باىع الزهور,السلام عليكم,Neutre,Neutre
48,Sam Sam Ber,fort fort djezzy,Positif,Positif
48,Lakhdar Abdelkrim,رمضان كريم جازي,Positif,Neutre
48,Esper Enza,لم افهم لماذا سرق الفليكسي نحط رصيد منلقاش غضب غضب غضب,Negatif,Negatif
48,Zaka Ria,djezzy راحلي العرض خاص جازي legend الشريحة تاعي خلاص ماعرفتش نردو تقدرو تعاونوني تفهموني نردو,Neutre,Neutre
48,Boukhari Miloud,للمرة الالف التدفق عندي الليل صفر صلحولي الحالة,Negatif,Negatif
48,Ghani Akeb,بشحال,Neutre,Neutre
48,Labgaa Ahmad,اخر مره نشري شريحة جازي غضب,Negatif,Negatif
48,Rabah Khobizi,عروض ضعيفة جازي لازملك عروض ولى ما تستفادش المكالمات باستثناء عروض امتياز هى الا دائمة,Negatif,Negatif
48,Anis Benyahia,اعطونا تغيير الرزمة special legend,Neutre,Neutre
48,Abdelkader Re,رمضان كريم,Positif,Neutre
48,Abdeselam Boudkhila,عيش ايام رمضان djezzy,Neutre,Positif
48,Noé Noé,حب حب حب,Positif,Positif
48,May Sofiane,سعر الشريحة,Neutre,Neutre
48,ايمن مريول,تحياتي الجيزي يعطيكم صحة,Positif,Positif
48,Smiley Tipaza,رمضان كريم,Neutre,Neutre
48,ᎯᏰᎠᎬᏞᎡᎯᎻᎷᎬᏁ ᏚᎥᏞᎬᎷ,افضل شركة اتصالات الجزائر,Positif,Positif
49,الناشط زيد,شبكة تمنراست ضعيفة جدا جدا,Negatif,Negatif
49,Ŏuɱ ßặśśɱặ Mãläk,الشبكة والانترنت مقطوعين والاتصال بخدمة الزبائن الا متاحة نديرو,Negatif,Negatif
49,سامية الانيقة,تم,Neutre,Neutre
49,Zahra El Bahri,العاب ممتعة,Neutre,Neutre
49,شمس فراح,يتم الغاء الاشتراك,Neutre,Neutre
49,Sofiane Aissat,فاليستمتع الجميع بلالعاب الممتعة,Neutre,Neutre
50,Smail Luck,ضعف التغطية بلدية الدحموني ولاية تيارت,Negatif,Negatif
50,Nourelddine Rabia,بالتوفيق ان شاء الله,Positif,Positif
50,マウンテ ンライト,قومو بالرد خاص,Neutre,Neutre
50,Rou Rou,حسبي الله ونعم الوكيل صواردي تروح مجانا الكونكسيو تتقطع نص ثانية حسبي الله نعم الوكيل,Negatif,Negatif
50,تاج الوقار,mobilis السلام عليكم نبدل عرض بيكس لعرض سما,Neutre,Neutre
50,سامية الانيقة,تم,Neutre,Neutre
51,Ahm ED,جميل,Positif,Positif
51,Sidahmed Stambouli,شكرا موبيليس العرض,Positif,Positif
51,Zahra El Bahri,تم,Neutre,Neutre
51,Hicham Hicham,شهادة لله موبيليس تحسن ملحوط شبكة انترنت يجب تحسين اسعار وتكون رقم الجزائر تجربة,Positif,Positif
51,Raouf Raouf,راني نخلص شهر ممكن التغيير اوالتحويل,Neutre,Neutre
51,Rãmï Mãdrïdï,عرض توانتي دفع يكون فاتورة مده الا محدودة او شربحه عادية نفلكسي وقت منحب,Neutre,Negatif
51,Ali Bounabi,دفع قبلي او بعدي,Neutre,Neutre
51,Djamo Laiv,غالية اخي,Negatif,Neutre
51,Youssef Bld,توانتي كامل عروض انترنت,Neutre,Neutre
51,Bensahaila Mohammed,سقمولنا شبكة احواج تخلصو مجانا,Negatif,Negatif
51,Ãbde Ãlhadi,نحصل,Neutre,Neutre
51,Mouloud Hamdi,الشبكة منعدمة mobilis,Negatif,Negatif
51,دردوري جمال الدين,يمكن تحويل شريحة توانتي الى سما,Neutre,Neutre
51,مُحِي الدين مرزقان,شبكة بلدية ببوش ولاية ام البواقي لا وجود,Negatif,Negatif
51,Hakou Yadel,فائدة العروض الشبكة ضعيفة,Negatif,Negatif
51,Yasine Raouf,reseau tr faible,Negatif,Negatif
51,Rachid Ben Oussaid,ممكن التحويل sama الى twenty,Neutre,Neutre
51,Fethi Mohand,ثمن الشريحة لو سمحت,Neutre,Neutre
51,Pincha Bilel Benseghir,شبكة ضعيف جدا,Negatif,Negatif
51,Houari Hassini,افضل عرض شكرا موبيليس,Positif,Positif
52,Zakaria RM,ما شاء الله,Positif,Positif
52,Boudis Youbi,تم,Neutre,Neutre
52,ادريس زهاج,ياخي الكريم بلدية دار الشيوخ ولاية الجلفة نعاني انقطاع متواصل انترنت وشبكة الهاتف المحمول شبكة موبليس,Negatif,Negatif
52,عبدو عبي في ان,نعم,Neutre,Neutre
52,عبدو عبي في ان,جميل,Positif,Positif
52,رمضان نجاع,يوجد حل نقص انترنت,Negatif,Negatif
52,Laya Laya,ما شاء الله,Positif,Positif
52,ఝటడ యీబదధౌ,كيفية تحويل شريحة الى twantyi,Neutre,Neutre
52,اكرم اكرم,ابعثولنا اي نهار مجانا,Neutre,Neutre
52,Sofrani Nessrine,ردو علينا خاص,Negatif,Negatif
52,Ahmed Lakhchine,يمكن العمل معكم كمصمم او معلق صوتي,Neutre,Neutre
52,Sami Hamrit,بلدية اولاد دراج ولاية المسيلة تعاني تدفق الانترنات حلول,Negatif,Negatif
52,اخبار معذر الجزار Djezzar,جديدة,Neutre,Neutre
52,عبدو عبي في ان,رائع,Positif,Positif
52,Meguenni Kessiassia,انا عندي ارجعها,Neutre,Neutre
52,Brahim Boss,اريد تغيير الشريحة الى توانتي متوفر واذا لم يكن متوفر لماذا عملاء لا نرغب بالتغيير,Neutre,Neutre
52,عسو لة,لمذا لا يخرج رقمي موبيليس,Neutre,Neutre
52,Åm Ēl,يمكن تغير عرض سما الى pixi,Neutre,Neutre
52,نور ركوي,لماذا انترنت ديالكم ثقيلة والله كونكسيون غلبه تعبتونا اعدلونا وجه ربي,Negatif,Negatif
53,عبداللطيف عبد اللطيف,شكرا,Positif,Positif
53,Rayan Abdou,موبليس بن سعيد الجلفة التغطية ضعيفة جدا تكاد تنعدم وخاصة بجانب القطب الحضري هواري بو مدين,Negatif,Negatif
53,عبدالقادر العيد,mobilis شبكة موبيليس بلدية المجبارة تعاني انقطاعات وتذبذبات اين انتم الف نسمة تعاني,Negatif,Negatif
53,Ouadaa Gharmoul,الانترنات اغلب الاوقات متذبذبة قليلة نعاني,Negatif,Negatif
53,HamZa Sponsor,بلدية الدهوارة ولاية قالمة تعاني نقص التغطية وتذبذب الشبكة الرجاء تزويدنا ببرج اضافي,Negatif,Negatif
53,Housin Ansel,مشاء الله,Positif,Positif
53,Hadjadj Abdelhak Nano,سلام عليكم موبيليس قرية توبو بلدية القصور دائرة الحمادية ولاية برج بوعريريج نعانون شبكة لا يوجد خلاص والوكالات فالولاية مانروحو يقولونا قريب نبرمجوكم لحد الان مكان لا يوجد شوفولنا حل وشكرا مسبقا,Negatif,Negatif
53,بن خالدي مريم,ممكن استفسار البوس تاعي نقدر نبدلها بلا ما نجي عندكم,Neutre,Neutre
53,Ôüm Omar Àssîf,ممكن رقم خدمة الزبائن,Neutre,Neutre
53,Bentorki Ghani,الكونيكسيو لا يوجد,Negatif,Negatif
53,Díd Ïñé,شكرا,Positif,Positif
53,مهدي باتشي,السلام عليكم mobilis ممكن استفسار,Neutre,Neutre
53,Pinaza Fossi,الانترنات اغلب الاوقات متذبذبة قليلة نعاني,Negatif,Negatif
53,شمس شمس,خدماتكم سيىئة جدا والشبكة ضعيفة وادخال النغمات دون طلب المستخدم لسرقة امواله حسبنا الله ونعم الوكيل,Negatif,Negatif
53,Moh Med,اصلاح شبكة تاعكم لا مكالمات حسن لا انترنت ياو دهورت الحالة تاعكم,Negatif,Negatif
53,Belgacem Boussalem,مرحبا يمكن تغيير بطاقة سيم الدفع البعدي الى الدفع المسبق الاحتفاظ بنفس الرقم,Neutre,Neutre
53,Nari Mane,حب حب حب,Positif,Positif
53,Titou Dadi Khouaidjia,لماذا الخدمة تتفعل تلقائيا تدي الرصيد حرام عليكم تعتبر سرقة منظمة,Negatif,Negatif
53,Amâri kánari,موبيليس احسن شبكة,Positif,Positif
54,Kikou Walid,عرض جيد شكرا موبيليس,Positif,Positif
54,Mint Lamana,ديتوني لكوديفوار,Neutre,Neutre
54,Abdo Mobile,شكرا موبيليس,Positif,Positif
54,Lagreb Ahmed Abd Elkarim,رايحين,Neutre,Neutre
54,Ãm Ar,مدونا شهر ولا شهرين مجانا mobilis,Neutre,Neutre
54,Youcef Bourezak,بالتوفيق ان شاء الله,Positif,Positif
54,عزالدين سالم كور,حب حب حب,Positif,Positif
54,ۦۦٰ۪۫ۦٰ۪۫ۦٰ ۦۦٰ۪۫ۦٰ۪۫ۦٰ,طلقولي شبكة خفيف بجاه ربي بوسعادة راها تعاني شبكة موبيليس,Negatif,Neutre
54,مولات العقل,موبيليس ابعتولي نكمل بيهم الشهر,Neutre,Neutre
55,Abo Adem,mobilis مربوحة ان شاء الله حب حب,Positif,Positif
55,ابو غفران وعلاء الدين,ديرتا حل لضعف الشبكة والانترنيت ومبعد ساهلة,Negatif,Negatif
55,Sa Mir,انه موبيليس الممول الحصري للبطولة المحترفة ميسموهش دوري موبيليس وتشرف الترويج والنقل ووضع هوية بصرية للبطولة,Neutre,Neutre
55,دليح مراد,اصلاح تدفق انترنت نعانون معاكم,Negatif,Negatif
55,Said Chikh,المسابقة الجديدة,Neutre,Neutre
55,Abdel Mouine,ياموبيليس اصلاح شبكة تاعكم,Negatif,Negatif
56,Housin Ansel,الله بارك يعطيكم الصحة,Positif,Positif
56,Yacine Benar,احسن شئ يدوم صدقة يعطيكم الصحة والانسان اللي فكر الفكرة يرحم والديه بارك الله فيكم بارك شجرة الزيتون,Positif,Positif
56,Messaoud Brodrie,مشكورين بارك الله فيكم متنساوناش جيجل,Positif,Positif
56,يوسف بوعنيقة,شيء حسن سيرتو تجيبونا سكيكدة بلدية ام الطوب,Positif,Positif
56,إغرس شجرة,شكرا موبيليس حب شجرة شجرة نشوفوا بلادنا خضراء,Positif,Positif
56,Yakoub Bouafia,افعلو اتفاقية الجزائر الخضراء راهم يغرسو الجزائر,Neutre,Neutre
56,Mohamed Moussa,بالتوفيق ومزيد النجاحات معا نصنع المستقبل,Positif,Positif
56,Meli Ness,allah bark,Positif,Positif
56,الميلية وولادها نيوز,الله بارك يعطيكم الصحة,Positif,Positif
56,Ahmed Habib,مشاء الله,Positif,Positif
56,Krimou Kouidri,نثمن المبادرات شكرا,Positif,Positif
56,Snàp Drâgøn,العمل البيئي الجمعوي,Neutre,Neutre
56,عشيق زوجته,مشكورين,Positif,Positif
56,Radhwane Mh,ربي يوفقكم ودمتم فخرا للعباد والبلاد,Positif,Positif
56,جمعية أصدقاء البيئة و التنمية المستدامة الحجار عنابة,شكرا موبيليس حب حب,Positif,Positif
56,Adel Titou صانع البسمة,الله بارك يعطيكم الصحة حب حب حب,Positif,Positif
56,وحيد سويسي,لم اكن محظوظا المسابقات وتحقيق الحلم لكنها مبادرة طيبة وجميلة موبيليس شكرا موبيليس الوقفة,Positif,Positif
56,مصطفى العزازي,شكر وتقدير,Positif,Positif
56,Abo Adem,وفقكم الله حب,Positif,Positif
56,Mazari Sarra,بارك الله فيكم,Positif,Positif
56,Abderrahim Drïhī,الله يجازيكم بالخير,Positif,Positif
56,Hamza Bellal,مشاء الله,Positif,Positif
57,إغرس شجرة,يعطيكم الصحة حب شجرة شجرة بلادنا تولي خضراء,Positif,Positif
57,الجزائر الخضراء,خضراء باذن الله بارك الله فيكم,Positif,Positif
57,زيراري محمد الطيب,ما شاء الله ربي بارك,Positif,Positif
57,Abdo Ben Kaihoul,جزاكم الله خيرا,Positif,Positif
57,فرزولي عبد الحفيظ,شكرا موبليس انتم الافضل بصح ادوني للكوديفوار يرحم والديكم,Positif,Positif
57,Mnayr Mochamd,الله بارك وزيد مشكورين متنساوش لغرب انه قاحل احترامي,Positif,Positif
57,Zakariya Chadli,ما شاء الله,Positif,Positif
57,Kamel Blida,مشاء الله,Positif,Positif
57,Ilza Caeiro,حب حب,Positif,Positif
57,سلطان سلطان,معا نصنع المستقبل,Positif,Neutre
57,Rihab Rahil,بارك الله فيكم,Positif,Positif
57,OusSama Baghdad,ازرعوا فيا الامل بعثونا للكوت ديفوار,Neutre,Neutre
57,Mohamed Alla Eddine Djemli,بوسعادة وجهة السياحة دعموها بكاش ملاين شجرة,Neutre,Neutre
57,Housin Ansel,يعطيكم الصحة,Positif,Positif
57,Sofiane Aissat,يعطيكم الصحة,Positif,Positif
57,Rango Dz,بتوفيق,Positif,Positif
57,Kader Samir,باذن الجزائر خضراء صادقه جارية,Neutre,Neutre
57,جمعية أصدقاء البيئة و التنمية المستدامة الحجار عنابة,سلام نستطيع القيام بحملة تشجير معكم,Neutre,Neutre
57,Med Foot,يعطيكم الصحة,Positif,Positif
57,Oüm Mänær,يعطيكم الصحة,Positif,Positif
58,الاستاذ عادل.رافع للفيزياء,شكرا موبيليس العالمية اسمي خرج معاكم القميص هدية طرفي لكل صوت للاستاذ عادل رافع بارك الله فيكم,Positif,Positif
58,La casa de chléf 02,شكرا mobilis شكرا المتابعين صفحتنا وقف معانا دعمنا تحيا الجزائر,Positif,Positif
58,Belkacem dz,الحمد لله ربي يحفظكم دائما حفزونا بهاته المسابقات شكرا موبيليس,Positif,Positif
58,محمد لمين بليلي,شكرا وشكرا لكل بدعمنا القميص هدية للزميل منير عبي حفظه الله حب,Positif,Positif
58,Météo chlef طقس الشلف,شكرا,Positif,Positif
58,التوظيف والإشهار ورقلة,شكرا موبيليس العاقبة نربحو حب حب,Positif,Positif
58,الأستاذ ياسر جابري,بالتوفيق,Neutre,Positif
58,Zøû Häîr,الف مبروك للجميع اسال الله دوم التوفيق والنجاح حب,Positif,Positif
58,بن رابح فيفي,الله بارك,Positif,Positif
59,للعمل حسابي,مشاء الله موبيليس الصدارة دمتم تالق,Positif,Positif
59,جنة الرحمان جنة الرحمان,ما شاء الله حب,Positif,Positif
59,Zineb Zinep,bonne continuation,Positif,Positif
59,رهف ادم مخاشف,حب حب حب حب حب,Positif,Positif
59,محمد نور محمد,ربي بارك,Positif,Positif
59,محمد أمير,الانترنت ضعيفة دوارنا mobilis,Negatif,Negatif
59,Ahm ED,جيد,Positif,Positif
59,Om Abd Alrahman Mostafa,وجه رب سقمولنا انترنت راها لا يوجد خلاص,Negatif,Negatif
59,Îślãm Dähmân,سلام عليكم لدي مشكل موبيليس,Negatif,Negatif
59,جنة الورود,ما شاء الله,Positif,Positif
59,Housin Ansel,جيد,Positif,Positif
59,بن رابح فيفي,ما شاء الله,Positif,Positif
59,Noureddine Beny,موبيليس رفيقكم الدائم,Positif,Positif
59,عبد الحكيم عبد الحكيم,خدمة حسن,Positif,Positif
59,Ãy IşïĞì,خويا ريبوندي عليا,Negatif,Negatif
59,Pa Ma,راني درت عملية تعبئة الرصيد ولم يصل الى حد اليوم العلم درت شكوى عبر ارقماكم الرجاء اخذ بعين الاعتبار المشكل,Negatif,Negatif
59,Om Ahmed,حب حب حب حب,Positif,Positif
59,Mouh Annaba,bonne continuation mobilis,Positif,Positif
59,Mouh Annaba,top mobilis,Positif,Positif
59,Amine Tedje Eddine,حب حب حب حب حب,Positif,Positif
59,Moh Layali Moh Layali,اصلاح تغطية اولا جيل الثاني والله لايوجد المنزل او خارجه شيء محرج,Negatif,Negatif
60,Christoph Froyder Bilal,اعتقد الاهم,Neutre,Neutre
60,مدينة تبسة,لصالح الجزائر,Neutre,Neutre
60,حكيم عبدالمالك-Hakim Abdelmalek,الجزائر موريتانيا,Neutre,Neutre
60,عين الفضة نيوز تبسةhallouffa,الجزائر موريتانيا,Neutre,Neutre
60,ليليان طويلبة العلم الشرعي,الجزائر موريتانيا,Neutre,Neutre
60,Khãdi Djã,الجزائر موريتانيا,Neutre,Neutre
60,Ilyes Fils Tarf,اهداف للمنتخب الوطني هدفين لنظيره الموريتاني mobilis,Neutre,Neutre
60,Brahim Bahi,لمحاربي الصحراء مقابل للمرابطين,Neutre,Neutre
60,ناصر عبد العزيز - Nasser Abdelaziz,بونجاح عمورة محرز,Neutre,Neutre
60,الصفحة الرسمية فريتح جمال الدين Friteh Djamel Eddine,الجزائر,Neutre,Neutre
60,محمد ثامري,الجزائر موريتانيا والله اعلم,Neutre,Neutre
60,Malake Mimi,تاهل الجزائر,Neutre,Neutre
60,محمد نور,الجزائر موريتانيا بالتوفيق للمنتخب الوطني الجزائري,Positif,Positif
60,ولاية عين وسارة المنتدبة,الجزائر موريتانيا,Neutre,Neutre
60,Gâteaux Samah,الجزائر موريتانيا,Neutre,Neutre
61,برهوم الآن Berhoum Now,تغطية الشبكة بلدية برهوم ضعيفة جداا,Negatif,Negatif
61,Wassim Bettache,راني اريد نروح نشوف منتخب كرة اليد مصر اي مسابقة mobilis,Neutre,Neutre
61,قالمة 24000,تغطية الشبكة قالمة ليست بالجيدة,Negatif,Negatif
61,DZ Anatol,اي مسابقة للرجوع الاوائل,Neutre,Neutre
61,الأستاذ ياسر جابري,mobilis يكمنني التواصل معكم,Neutre,Neutre
61,حنان شرفاوي,كيفاه العرض,Neutre,Neutre
61,Nouri Aljazairi,موبيليس رفيقكم الدائم,Positif,Positif
61,Ici Batna هـنــــا بــــاتـنـــــة,صاي موبيليس شكرا شيء,Positif,Positif
61,العامرة في القلب,شكرا,Positif,Positif
61,سعيدي صديق,شكرا موبيليس حب الراعي الاول للرياضة الجزائر القلب تمنياتنا مزيد النجاح حب,Positif,Positif
61,Åbd ĘlhåDí,ديروها,Neutre,Neutre
61,Yasser Chaoui,وشراكم,Neutre,Neutre
61,Sĩmø Màdrĩd,يوم خلاصت متشدش,Negatif,Negatif
61,Zineb Zinep,روعة مشكورين,Positif,Positif
61,ناس حي بوقعود العربي الميلية,دالك,Neutre,Neutre
61,هشام حمياني,سلام عليكم,Neutre,Neutre
61,ذراع بن خدة حنا ولادها,اريد معلومات منفضلكم اريد نجيب شريحة سيم حتا يكلموني يكون الاتصال مجاني متوفرة او معلومات اكثر,Neutre,Neutre
62,Bekkouch Khaled,شكرا للاولى وطنيا خدمة وعروضا طاقم mobilis بارك الله فيكم,Positif,Positif
62,Youcef Bourezak,تحيه بالتوفيق ان شاء الله,Positif,Positif
62,Zineb Zinep,بارك الله فيكم,Positif,Positif
62,Noureddine Beny,موبيليس رفيقكم الدائم فلاتترددو,Positif,Positif
62,عبداللطيف عبد اللطيف,شكرا mobilis,Positif,Positif
62,Ahcene Nourine,تحيتي موبيليس زيدنا عروض تكون صالح الزبائن والله تحي موبيليس,Positif,Positif
62,Belkacem dz,نريد مسابقة بالعمرة والحج,Neutre,Neutre
62,Zineb Zinep,ممكن سؤال,Neutre,Neutre
62,Precious Jawel,وفقكم الله,Positif,Positif
63,Amâri kánari,احسن شبكة موبيليس,Positif,Positif
63,Ya Mina,موبيليس الله يهديك بدليلي شريحة تاعي لاوين لسما حمبوك,Negatif,Negatif
63,Zahra El Bahri,يسعد مساؤكم موبيليس,Positif,Positif
63,غيمة 'ﮮ,انترنت شبيها,Negatif,Negatif
63,المتميز للتصميمات الراقية,حب حب,Positif,Positif
64,مدينة المسيلة - M'sila city,ربي يوفق ان شاء الله الخير والصلاح للبلاد,Positif,Positif
64,رامي بن جبار,موبيليس بلدية ام العظائم ولاية سوق اهراس انه تعاني يهديكم ربي سبحانو نطالب باصلاح العطل ومصالح الناس معطلة,Negatif,Negatif
64,Nina Mina,مكان دفلى لا يوجد شبكة,Negatif,Negatif
64,Mustapha Mustapha,دائرة مهدية ولاية تيارت تغطية شبكة موبيليس ناقصة نتمنى التدخل وشكرا,Negatif,Negatif
64,Housin Ansel,وفقكم الله وسدد خطاكم,Positif,Positif
64,مصطفى موساوجة,موبيليس متعامل رائد وشركة وطنية ربي يوفق عمالها خدمة البلاد,Positif,Positif
64,الطيب اليعڨوبي,موبيليس اصبحت احسن المتعاملين قدوم المدير العام شوقي بوخزاني بالتوفيق ان شاء الله,Positif,Positif
64,هنا بني والبان,ممكن تحسين الخدمة مستوى بلدية بني والبان سكيكدة نعاني ضعف كبير انترنت,Negatif,Negatif
64,Yacine Khamal,ربي يوفقكم ان شاء الله حب حب,Positif,Positif
64,Fátimā Bàchir Çh,موبيليس الصدارة,Positif,Positif
64,Zineb Zinep,وفقكم الله وسدد خطاكم,Positif,Positif
