ID Post,User Name,Comments,Sentiments
21,Mohammed Abbou,راحتلي يومين نعلو شيطان جازي خوتي قعدو ناس ملاح,Negatif
21,Rachid Tlemcen,règle شبكة خاص ولا قسما الله نجيبلكم puces kom كرهتونا,Negatif
21,Adel Bellili,نتمنى منكم تصليح شبكة تاعكم اقرب وقت,Negatif
21,محمد ايمن,سمانة نمشي,Negatif
21,Aÿmãñ Pårïsïęń,جازي حابين يربحو ذراع,Negatif
21,جنى للأثاث والمفروشات المنزلية,متكمليش يوم ابن الخلل لم افهم,Negatif
22,Gha Fati,لماذا نحيتولي البارح تعبئة وزيد اليوم تاني زدت تعبئة,Neutre
22,Mohamed Ānes,رجعونا الرصيد ديتوهلنا بدون سبب,Negatif
22,Younes Bzd,djezzy ماتزيدوش تفعلولنا حوايج مافعلناهمش ومبعد تقولولنا ندعوكم للتواصل معانا انا خطرة يدولي الاف ومبعد نلقا خدمة مفعلة انا ماطلبتش تفعيلها,Negatif
22,Zaim Zaimm,شبكة انترنت تاعكم بجاية انه عيان جازي,Negatif
22,Æl Pæcîno,اصلاح شبكة انه مالعشية عيان,Negatif
22,Røù Mãįśśâ,جازي اصلاح شبكة تاعكم الله يحفظكم,Negatif
22,Boukhari Miloud,تعبئة عندي لوليدي اجد لا يوجد ارجو التوضيح,Negatif
22,Oussama Bouazizi,الانثرنات الا موجودة البارحة منقطعة انترنت ماراهمش يطلعو الناس كثيرا ولاية جيجل اصلاح لمشكل,Negatif
22,ᎷᏫᎻᎯᎷᎬᎠ ᏁᎯᏚᎡᎥ,شبكة لا يوجد,Negatif
22,Ÿõn És,لماذا خطوات مايطلعوش,Negatif
22,رشيدة بودالي رشيدة بودالي,انا مشيت وطلعتلي وقاتلي تهانين حوست عليها مصبتهاش خونوهالي,Negatif
22,Houssem Habibatni,الرقم حوس عندي ذرك,Neutre
23,Djalfaoiy Yli Na,شبكة منعدم وكاننا اسفل طبقة الارض,Negatif
23,Sunrise Sunrise,السلام عليكم انا الاشهر الاخيرة عندي مشكل اللي اني تعبئة مرة تبقى تنقص بالشوي اجد الفليكسي كامل المرة لولة شكوى قلت بالاك كاشمن عيط العايلة تيعي بلاما علابالي مبصح المرات وراها ركزت جيد انه ما عيط الشي الفليكسي كامل بلاما استعملته المشكل انه موش ينقص شوي المشكل انه يذهب الفليكسي كامل,Negatif
23,Diafi Messaoud,فالسمانة ما كانت جازي تكتسح المنافسين بالزربة والعروض ولات بعيدة البعد المنافسين,Negatif
23,Issam Shop,لماذا الكونكسيو لا يوجد والجيقات يخلاصو جيقى يوم,Negatif
23,ᎷᏫᎻᎯᎷᎬᎠ Ꮶ.Ꭰ,طاقي صاحبك يمشي بزيرو,Neutre
23,Sofi Maãi Vaa,جازي شريت اليوم شريحة جديدة بصح ماكانش شبكة مصباح شوفو المشكل طلقوها,Negatif
23,رمضان نجاع,ماهي عروض امتياز,Neutre
23,Kynda Ly,لا يوجد stormili نحتاج فقط,Negatif
23,Ãmî Nê,خطوات مايطلعوش لماذا,Neutre
23,KhaLį Douviće,هناء خصنا كونكسيون مجانا كرهنا المشي,Negatif
23,كريم العسكري karim militaire,اضعف شركة تنافس جازي كانت بكري ماتولي جزائرية,Negatif
23,ۦۦٰ۪۫ۦٰ۪۫ۦٰ ۦۦٰ۪۫ۦٰ۪۫ۦٰ ۦۦٰ۪۫ۦٰ۪۫ۦٰ ۦۦٰ۪۫ۦٰ۪۫ۦٰ,طاقي صحبك يخدم بجيزي مهكرة,Neutre
23,Zerdouba Saad,بدراهمنا ومهيش حسن احي اعليكم,Negatif
23,Àdr Adrar,عروض امتياز لمادا توقفت,Neutre
23,Ràw Nék,اين عروض امتياز شريحة كامل,Neutre
23,Moh Amed,عروض مكافئات هاذا رمضان القادم,Neutre
24,Ńæbįl Rb,جازي اشكرك جزيلا الشكر لقد مشيت حوالي خطوة اتمنى الجديد تطبيق جازي قريبا,Positif
24,Nassima Ben,مشيت خطوة محبش يمشيلي ثقيل,Negatif
24,ᎷᎾᏬᎻ ᎯᎷᎬᎠ,ملي درتوها,Neutre
24,Kia Nou,درت لالجيري كاملة,Neutre
24,Samy Yakub Miloud,كلم,Neutre
24,محمد آمين,بالك راني مشي مليون خطوة,Neutre
24,Ãouli,السلام عليكم ورحمة الله وبركاته ضاعتلي شريحة ندير لكي نرجع النيميرو نتمنى الرد,Neutre
24,Sahib Rimal,شبكة تقيل كثيرا,Negatif
24,Nou Ra Mouhamed,وساعدتني كثير احسنتم واصلوا بعرض امتياز,Positif
24,Lamri Xn,لماذا لا تعمل,Negatif
24,املي بالله كبير,انا ماينحسبوش,Neutre
24,Mok Tar,مشيت الاف خطوة ومازال ماكتيفيتش البوتوس تاعها,Neutre
24,كادي بسام,سلام عليكم التطبيق موش يعمل عندي الكونيكسيون ضعيف بزااف,Negatif
24,Yasmin Maÿ,مشييت عييت,Negatif
24,Nacer Bekkai,لماذا مقدرتش نحول نقاط المشي تخرجلي مشكلة,Negatif
24,H Sarhane Tano,كونكسييو تقيلة كثيرا بدراهمي لا تعمل,Negatif
24,SãLmã Kh,خطوة,Neutre
24,Badro Ben,درت دعوة ومامدولي انا وصاحبي لا يوجد,Negatif
24,Mäĥãmaed Ýoućëfï,خطوة وشكرا,Positif
24,راحة البال,نستفاد نقاط امتياز,Neutre
24,Fouad Aouicha,عندكم عروض ولكن شبكة ضعيف كثيرا كثيرا بزاف,Negatif
25,Guediri Guediri Guediri,غضب الرجاء التوقف الاتصال بالرقم تريدون اجباري وضع رنة ماهذه الوقاحة اولادي يستعملون الهاتف ويردون اي لحظة تحاولون ايقاع الزبائن اخطاء ليست طريقة سليمة وصحيحة تتعاملون بيها الزبائن لانكم ارسلتم رسائل رنتي ولو كنت ارغب وضع رنة لفعلت ولكنني لم افعل توقفوا التطفل والاتصال بالزبائن اكتفوا بتحسين شبكة زبائنكم وتصحيح اعطاب الشرائح اما الرنة فالزبون لا يضعها حر غضب,Negatif
25,Nounou Naji,جازي متعاملي النقال العالم يتقدمو نتوما ترجعو للخلف العروض الجيدة نزع شبكة نتاعكم ضعيف انترنت بالدراهم انتهاء ليه ليه تفعيل تقعد لكي تمشي انترنت لهذا ما بقيتش نستعمل شريحتكم الا نادرا,Negatif
25,Leon Mimou,ياجازي ربي يهديكم ما تعبئة الف راكم تاخذون واقيلا راكم دعموا بيها فلسطين بلا علمي وليت نخاف تعبئة الف نشوفها تدخل بعدها طار الحمام,Negatif
25,حسين حسين,اصلاح شبكة فقط,Negatif
25,روحي مفعمة بحب الله,درولنا مقابل التبرع,Neutre
25,سلسبيل سلسبيل,ردو علي خاص امشي تربح انترنت مجاني لا يعمل لا يمشي djezzy,Negatif
25,سلسبيل سلسبيل,djezzy اتكلم خاص لا يعمل المشي تربح انترنت مجاني,Negatif
25,Vr Meriem,تعبئة عشرالاف مهدرتش قع بيها,Negatif
25,Schahra Zed Macrame,etes voleurs حسبي الله ونعم الوكيل فيكم,Negatif
25,Schahra Zed Macrame,دايمن سرق حسبي الله ونعم الوكيل فيكم ماشي هدية المرة الاولى كانو عندي سرق حرام عليكم انا ذوي الاحتياجات الخاصة ياعاجابا المعوقين مارحمتوهومش,Negatif
26,SãLmã Kh,dirlona يوم خيرمن سمانة,Neutre
26,طواهري مختار,اطلقوا عروض الامتياز ربي يهديكم,Negatif
26,Amine Belhadj,انترنت خاص جازي انه تقريبا تحبس ليل ديرولها حل,Negatif
26,Taher Nacer,ممكن الرد رسالتي الخاص,Neutre
26,Abdessamed Bensbaa,اصلاح شبكة يجدك,Negatif
26,Djamal Wolf,انترنت لا يوجد لماذا,Negatif
26,Le Serpon,scan win خاص جازي اب اين نقدر نلقا سكان تاعها فضلكم الله يحفظكم,Neutre
26,Vr Meriem,تعبئة عشرالاف مهدرتش قع بيها,Negatif
26,Mâhdi Gûêrfi,تصب قليل مطر يذهب شبكة اسوء متعامل,Negatif
26,فلة فاطمة الزهراء,نديرو نبدلو ايضا الى هايلة ماكسي,Neutre
26,Hamza Islam,اخويا شبكة والكنكسيو لا يوجد,Negatif
26,Football News & Tactics,لماذا زدتو زر البسمة خليتوها اسبوع عندكم تفكير خاص كهل,Negatif
26,زهرة الأمل,نحير انا نكتيفي تبدا متال قدقد تفض قدقد موش ملاحة دجيري بكل احتراماتي ليكم موبيليس خير منكم,Negatif
26,Guediri Guediri Guediri,غضب الرجاء التوقف الاتصال بالرقم تريدون اجباري وضع رنة ماهذه الوقاحة اولادي يستعملون الهاتف ويردون اي لحظة تحاولون ايقاع الزبائن اخطاء ليست طريقة سليمة وصحيحة تتعاملون الزبائن لانكم ارسلتم رسائل رنتي ولو كنت ارغب وضع رنة لفعلت ولكنني لم افعل توقفوا التطفل والاتصال بالزبائن اكتفوا بتحسين شبكة زبائنكم وتصحيح اعطاب الشرائح اما الرنة فالزبون لا يضعها حر غضب,Negatif
26,Maria Zebouchi,ياوجوه الشر الشهر تاعنا يوم ماشي ايام فقط,Negatif
26,Om Oumnia,ردو عليا خاص,Negatif
26,Islam Fit Bro,سرق دراهم شعب يوم,Negatif
26,عيسى عيسى,يوجد تسجيل,Neutre
27,Schahra Zed Macrame,والله حرام عليكم ما تعبئة تسرقوني واشنو الشىء واشبيكم جهلتو حسبي الله ونعم الوكيل فيكم,Negatif
27,Abdenour DZ,لمادا اسبوع لمادا لم تضعونها فتطبيق,Neutre
27,املي بالله كبير,انا وليت مانفليكسيش تعبئة افعل لدوني يروحو كامل,Negatif
27,Btcs Mining,لقد تركت رسالة الصفحة مسنجر اجيبوني,Neutre
27,Moxa Havok,لا يوجد عروض للاسف لا نزال العصور الوسطى ديرونا عروض خاص السرعة مقابل السعر,Negatif
27,Farid Lamari,djezzy operateur a fuir plus ans existence algerie sans aucune amelioration deconnexions frequentes qualite reseau mediocre,Negatif
27,Fouad Belaidi,اين عروض امتياز,Neutre
27,Djolo Finix,عندي استفسار كانت عندي شريحة djezzy ligne كانت فتيليفون مانستعملوش غلقوها الرقم مامدوهش اسك نقدر نسترجعها,Neutre
27,مراد علمدار,شبكة جازي ضعيف كثيرا,Negatif
27,Äÿmêñ Bërrãk,سلام عليكم عندي شبكة قديم نقدر نعاود نشريه جيزي,Neutre
27,Ronaldo Pablo,خويا فضلك ما تعبئة يروحوا الدراهم البارح راحولي الف كلنش حل,Negatif
27,Mani Mimo Karim,اصلاح انترنت نتاعكم ومنبعد ساهل,Negatif
27,Țïmë Bïŗđ,طرق لربح انترنت,Neutre
27,عباد علي ABAD ALI,نحول الخطي جازي ايزي,Neutre
27,Bachir Ñajib,كفاش نفعل عروض امتياز,Neutre
27,Belhadri Amar,شبكة جازي ضعيف كثيرا اصلاح انترنت نتاعكم ومنبعد ساهل غضب غضب غضب غضب,Negatif
27,Ñøür Ëddįñê,وشنهي الخطوات هذو كشما فوائد جاوبونا ناس,Neutre
27,حمياني مهدي,اللهم صل وسلم وبارك سيدنا محمد ما ذكره الذاكرون وصل وسلم وبارك سيدنا محمد ما غفل ذكره الغافلون,Positif
27,Bóďï Ĺæţ,عندي مشكل جيزي اب,Negatif
27,Schahra Zed Macrame,حسبي الله ونعم الوكيل فيكم سراقين,Negatif
27,Amine Ar,نتك تبرع يخرجولي هادي,Neutre
27,Ridha Maraval,راكم سرق فينا نورمال كانت عندي رصيد ماتكلمتش لقيت الرصيد بالاك تخافو الله عواشر عواشر توبو الى الله وتبركاو السرقة والله عييتونا الشركة تاعكم سيء ماكان لا يوجد الا السرقة الخرطي شبعتونا مقروض غضب غضب غضب,Negatif
27,باىع الزهور,رمضان مبارك للجميع,Positif
28,Raf Ik,شبكة ضعيفة جدا,Negatif
28,Fli Fla,sagmoulna reseau catastrophe,Negatif
28,Mira Sillå,راكم قفلتولي شريحة تاعي دون سبب دين الله اي شريحة نشريها يقفلوها تقول حافين فيهاا كيفاه افعل باه نسترجعها,Negatif
28,Aloo Aloo,ممكن نقملكم اقتراحات اجل خدمة الزبائن,Neutre
28,عبد القادر بن,انترنت راها انتهاء غضب,Negatif
28,ايمن زوقار,للانترنت مكنش ليوم,Negatif
28,Ali SharaShi,شركة فاشلة بجمييع المقاييس المهنيه والاخلاقيه ما عندكم مهنيه,Negatif
28,あᎯᎽᎾᏬ ᏰᎬく㷭ꜝꜝཬྀ,ما تعبئة تسرقولي ول تعبئة يتسرق اسوء شبكة,Negatif
28,Malik Alger,المفروض يوم,Neutre
28,Abde Hamid,لماذا سرق خطوات,Negatif
28,Anis Mandalorian,اهلا ممكن طلب امي لديها شريحه جازي الفين تستاهل مكافئة وفائها,Neutre
28,Sãlàh Zmiÿčhė,انترنت ضعيفة جدا,Negatif
28,Rihab Rofayda,تمدوا قفة رمضان عندي يتامى ان امكن,Neutre
28,Kmal Kmal,اودي قلبو امتياز رمضان انه جاي,Neutre
28,Aloo Aloo,نريد خدمة انترنت فقط دون مكالمات,Neutre
28,Louai Boulahia,نريد رمز سكان اند اين,Neutre
28,Manel Manelo,معليش ترجعولي ميساج رجاءا,Neutre
28,Ouannas Karim,حب,Positif
28,عيسى بوعكاز,هلكتونا بالسرق,Negatif
28,Pèrle D'Océan,vu,Neutre
28,Khalil Kirouane,تطبيق جازي متوقف,Negatif
28,Hako Gn,وراهم عروض رمضان,Neutre
29,Sofiane El Amine Djerdjar,juste dire reseau catastrophique service merdique vais changer operateur vite mobilis,Negatif
29,ۦ ۦ ۦ ۦ ۦ ۦ ۦ ۦ,لماذا سرق كثيرا كونكسيو,Negatif
29,Õțãkö Ýt,اصنعو شبكة تاعكم ولا نروحو اوريدو,Negatif
29,حسبى اللة ونعم الوكيل,تم,Neutre
29,Hana Medileh,ماسبب الخلل انترنت شريحة djeezy,Negatif
29,رنيم رنيم,لماذا منقدرش نشوف صور,Neutre
29,Made Abdou,انترنت ثقيلة سلحفاة,Negatif
29,سلمات مصطفى,اكبر نصاب العالم,Negatif
29,الواعر عبد الكريم,تسرق الرصيد وخمه رديء جدا,Negatif
29,Adam Omar,الانترنت عيانة كثيرا يوجد,Negatif
29,Adem Adem,افعلو انترنت ايليميتي شهر,Neutre
29,Yacine Az,فاشلين,Negatif
29,Fethi Abdi,لماذا تم توقيف عرض امتياز,Neutre
29,Mohamed Ānes,افعلو عروض جديدة,Neutre
29,Ali Ali Madani,تخيل ما نطلبه شركة جازي ان توفر انترنت مستقرة وثابتة بسرعة kb ضحك حسبنا الله ونعم الوكيل فيكم,Negatif
29,روحي مفعمة بحب الله,يخي معقدين اسوء شركة اسوء خدمة اسوء انترنت وجوه البخص يخي يموتو اويفناو الله لاتربحكم لادنيا ولاخرة,Negatif
29,cosmo dz,مسابقة رمضان ارسل الاسم رقم الهاتف الخاص اسبوع tn black black طريق القرعة شروط المسابقة ارسال رابط الصفحة للاصدقاء,Neutre
30,Khair Edin Mohamed Louati,كملتوها مليار,Neutre
30,Abdou Nimr,جازي الافضل حب حب حب,Positif
30,Møhāmēd Âmïne Hãdjêl,مليون خطوة مهكرة,Neutre
30,روحي مفعمة بحب الله,للاسف خدمات سيئة جدا,Negatif
30,Mehdi Doumi,loukan tetber oulna bonne connexion internet paie rien pratiquement,Negatif
30,كلام,سلام نحي خدمة طرونكيلو,Neutre
30,Oum Amir,شريت شريحة جازي نهار الجمعة ماراهيش تخدم قالي يطلقو شبكة يطلقوه,Negatif
30,Belkacem Loukman,مسابقة حقيقية باذن الله ايقونات برو iphone برو تنتهي المسابقة طريقة التسجيل سهلة تدخل الرابط وتضع اسمك بالانجليزية واميلك وتضغط entre,Neutre
30,Sam Sam Ber,bravo djezzy,Positif
30,سلسبيل سلسبيل,djezzy,Neutre
30,Brahim Pent,شبكة لا يوجد كنكنسيو لا يوجد لماذا خدمات جدا سيءة راكم تسرق فينا ولاشاه ذرك نفلكسيو مكاين لا شبكة لا انترنت هاريقلونا,Negatif
30,بسيط بسيط,تبيعوهم لسويت كوين وقيل,Neutre
30,قوادرة أيوب,scan,Neutre
30,Âķŕám Bábļő,توجد عروض جيدة رمضان,Positif
30,Djalfaoiy Yli Na,فضلكم احتاج توفير امكانية سلف جازي او هدية عندكم او تحقيق معجزة تاريخكم كرهت الزيرو,Negatif
30,Lelad Ahmena RZ,جازي يهديكم ربي بشوي والله ما عقلية هك,Negatif
30,Made Abdou,انترنت ثقيلة سلحفاة,Negatif
30,معمر ناصر ناصر,ياجزي هيلة ماكس مكان ولو,Negatif
30,㐅︵㐅,رجعولنا يرحم والديكم غضب,Negatif
30,الجزائري الجزائري,روحو تعطو ياجازي خاص شكوبي ديرين نمي خونتولي يارخاص نقوش,Negatif
30,Mouloud boudchicha,ولاد الحرام وصلت سمانة ايام لكن يقولون انه مزال لم تصل سمانة,Negatif
30,Sadout Ayoub,ياشركة جازي يهديكم ربي ركم صوبيتي سرق عيني عينك هاذا,Negatif
31,Ahmed Rami,اصلاح شبكة تاعكم مبعد ساهل,Negatif
31,Ñoür Ãbîr,انا مزالتلي سمانة وتخلاص كونكسيوا ومزالتلي شبكة ناقص ميخليكش حتا تخدم بالانترنت وديروا بذمة لكي مستهلك ميكملش انترنت اسوء شبكة شفتوا حياتي,Negatif
31,Djaafar Djaafar,لكي تكون مشهور يجب تكون كيما جازي مشهورة بالسرقة وسوء الخدمات,Negatif
31,Youcef Milan,يمكن التحويل هايلة كثيرا الى legend,Neutre
31,Amer Nemouchi,اصلاح شبكة تاعكم ساهل,Negatif
31,Seddike Bahi,شبكة عيان مجانا,Negatif
31,Yac Ine,يوجد مشكل فالريزو,Negatif
31,ChouLii Ricardo Quaresma,لكي نقدر نكتيفيها,Neutre
31,人生 パズル,يمكن تحويل منفرد الى legend,Neutre
31,Kavani Samaras,شركة السراقين بارح فليكست اليوم ديتوها سرقتوها امبعد تقولي veux desactive مهم شريحة كسرتها اليوم سراقين,Negatif
31,Nouna Kacem,حسبي الله نعم الوكيل فيكم,Negatif
31,Güz Ęl,ديتولي كامل لانترنات,Negatif
31,Ađ Ėł,توجد عروض لشهر رمضان,Neutre
31,Tassnim Ch,شهر,Neutre
31,محمد عبد الله,اي عروض بمناسبة شهر رمضان,Neutre
32,Imad Bernou,سجلوني جازي,Neutre
32,Țïmë Bïŗđ,صح فطوركم شركة جازي,Neutre
32,Nouh Mrah,رمضان مبارك,Positif
32,فايزة ميهوبي,بالتوفيق للجميع,Positif
32,امي جنتي وابي عطرها,عريتوني مكان حالة جازي انترنت بالخف تكمل,Negatif
32,Danzo ST,راهم يحملو مهكر خاص الخطوات,Neutre
32,Abdelhafidh Athmani,سلام كيفية المشاركة مسابقة ranati عبر التطبيق,Neutre
33,Vee Ga,سرق انترنت كثيرا لم افهم لماذا مزال مابدلتش شريحة وقيل سحرتونا,Negatif
33,Ramzi Ramzi,هده الاشتركات,Neutre
33,Belkacem Loukman,مسابقة حقيقية باذن الله ايقونات برو iphone برو تنتهي المسابقة طريقة التسجيل سهلة تدخل الرابط وتضع اسمك بالانجليزية واميلك وتضغط entre,Neutre
33,Rãÿáñ Ghâssøũl Rayane,merci,Positif
33,Fares Thamri,ليوم فلكسيت سرقوها,Negatif
33,Fares Thamri,مفهمتش,Neutre
33,حسابي للعمل,مشكل عروض فاشلة,Negatif
33,فايزة ميهوبي,بالتوفيق للجميع,Positif
33,Oussama St,يجب نشري شريحة جازي الشكر حب حب,Positif
33,ميلود عبد الرزاق,فضلكم رد الخاص,Neutre
33,Made Abdou,انترنت ثقيلة سلحفاة,Negatif
33,عيسى ڨرماط,عرض فاشل,Negatif
33,Bilo Milan,عرض افشل القويم والركايب,Negatif
33,فارسﮮ الجنﮮ,اكتفيت خاص اسبوع ماكاش كذابين,Negatif
34,ᏞᎳᎪᏞ ᎥᎠᎪ,راني حولت شريحة تاعي هايلة ماكسي الى djezzy legend,Neutre
34,Sam Sam Ber,vive djezzy,Positif
34,Boudjema Merouane,جازي الافضل,Positif
34,Mohamed Mellak,شبكة اضعف كونكسيون سلحفاة تحيا اوريدو قوة شبكة وتدفق انترنت,Negatif
34,Brikhou Ahmed,شكرا جازي,Positif
34,Nedjwa RE,بالتوفيق بارك الله فيكم,Positif
34,Batna Zizou,اي جديد ول,Neutre
34,ام محمد ام محمد,وي,Neutre
34,Nedjwa RE,حب حب حب,Positif
35,أخبار دائرة عشعاشة ولاية مستغانم,الحمد لله اني استغنيت جازي اشهر تقريبا بسبب رداءة الشبكة التى سببت ضغط نفسي بالرغم ان جازي تاخذ اموالنا شهر دون تقديم الخدمات الحقيقية مقابل اشتراكاتني كاننا نتسول عليها ولما نتصل بمصلحة الزبائن يتحججون بالمصلحة التقنية انتظر انتظر فقد قدمنا طلب تصليح الشبكة شهر وكل مرة نتصل بمصلحة الزبائن يتحججون بالمصلحة التقنية الى غاية شهر اكتوبر ولم تحل الشركة المشكل فتخليت شريحة جيزي شهر اتصلت الشركة وطلبت مني العدول قراري استرجاع الشريحة لاستعمالها مرة اخرى تسديد الفاتورة الاخيرة لم استفد فرفضت مستعد الدخول معها اروقة العدالة والان شركة موبليس الحمد لله راني نحرر دراهمي حسبنا الله ونعم الوكيل,Negatif
35,Chou Chaouki,تحشاتلي شريتها لكي نجيب بيها رمضان والله ياجماعة لا تستاهل لاريزو يصلح لا انترنت الف تاعك خليها جيبك لا اشري اوريدو دوم دوم خير جازي,Negatif
35,Smàįl Ñâsrddĩnę,خويا كنيكسيو جازي تقيلة كثيرا وتهلاو طلقو شبكة,Negatif
35,Made Abdou,انترنت ثقيلة سلحفاة,Negatif
35,مصطفى طرفية,اصلاح شبكة انه كارثة,Negatif
35,Moür Tada,ريزوا لا يوجد,Negatif
35,Rahim Bouras,جديد حول محمولية الرقم,Neutre
35,Ra Ouf,kayen migration min hayla maxi vers legend,Neutre
35,Zaineeb Bhl,تعبئة ديتولي,Negatif
35,AmiNe Ds,اصلاح شبكة,Negatif
35,Mortet Zoubir,migration djezzy special a legend plais,Neutre
35,Ghano Clx,وينا تطلقو شبكة,Negatif
35,الآخرة خير وأبقى,شبكة ناقص كثيرا,Negatif
35,Lakhdar Abdelkrim,thanks djezzy,Positif
35,Zizou Phone,migration djezzy special a legend plais,Neutre
35,Wahid Ba,تدفق انترنت ضعيف جدا او منعدم الساعة مافائدة لديكم اضعف تدفق المتعاملين ماتقولوليش اعطيلنا معلومات الخاص علاخاطر راني مديتهالكم مرات وماكان والو,Negatif
35,Àmîñé Ahmed Ayad,اسوء شريحة فلعالم لا شبكة لا عروض شابين لا انترنت مجانا يوم رمضان والو متمدش بونوس,Negatif
35,الحواس بن عيسى,او او او او شبكة عيان تكون انترنت عيانة ثقيلة ما افعل بالعروض,Negatif
35,Fayçal Tlm Tlemcen,اسوا شبكة هاتف نقال اوجليدة,Negatif
35,Ïdrïs Båhrì,كيفاه نفعلوه عرض,Neutre
36,Adel Bouchama,جازي احسن شبكة,Positif
36,Móhamed Ÿákøùb,وفرولنا انترنت بونيس بلمجان,Neutre
36,Tahir Saidi,جیزی احسن خدمات,Positif
37,Adel Bellili,المشكل شبكة انترنت لا يوجد,Negatif
37,Ricky Sam,فيكم الا لكذب انا رمضان ياك احشمو,Negatif
37,Sam Sam Ber,merci djezzy fort,Positif
37,Chaima Mimi,كيفاه,Neutre
37,Nabil Ben Hamou,اعلاه راكم تدولي هذيك الخمس الاف تقعدلي اعلاه,Negatif
37,ﹾ٭ ﹾ٭ ﹾ٭ ﹾ٭,شكرا جازي,Positif
37,Nili Nili,كيفاه,Neutre
37,Áŷm Ěñ,كذب,Negatif
37,ﹾ٭ ﹾ٭ ﹾ٭ ﹾ٭,حب حب,Positif
37,You Nës,جازي صاي لا شبكة لا انترنت سيء سيء وميخدمش ابليكاسيو كع خسرت لا انفي لا تحويل ردونا وردو نشوفو فطوات بال راكم الا تزيدو تخسرو فمتعاملين خاص كسبوهم تربحو,Negatif
38,Djøü Dã,شبكة راهو كارثة جازي,Negatif
38,Sara Talhi,ما راهيش تمشي عندي ما نقدرش لا نتصل لا يتصلو بيا يوجد,Negatif
38,ابو معاذ,رجعولي يرحم والديكم,Negatif
38,ᏚᎿᎡᏫᏁᎶ ᎶᎥᎡᏞ,دعوة مراهيش تمشي,Negatif
38,Mouh Alger,كفاش هادي,Neutre
38,Sam Winston,شبكة يذهب كامل,Negatif
38,S-i Sifo,يوجد مشكل الدعوة,Negatif
38,Boudkhila Abdelselam,عيش ايام رمضان djezzy,Neutre
38,S-i Sifo,خاوتي كامل الغو متابعت صفحة djezzy,Negatif
38,Ãçhrãf Hå,rahim hamzaoui,Neutre
39,Plume Plume,vive djezzy,Positif
39,Kader Kader,fort,Positif
39,Sam Sam Ber,vive djezzy,Positif
39,Amin TClemson,سلام عليكم بغيت نسقسيكم علي بوتيك يقفلو رمضان,Neutre
39,Jamel Ooredoo,هده فاتوره شهر نخلص او شريحة عاديه,Neutre
39,Mohammed Khennoufa,عنده legend يقدر شونجيها max,Neutre
39,Warda Al Djana,نح تفعيل خاص مواقيت افطار,Neutre
39,Warda Al Djana,افعل لكي نفعل الخدمة,Neutre
39,Mohamed Mehdi Kalafat,اخدمو شبكة خاص الانترنيت ممبعد افعلو العروض,Negatif
39,Amina Berka,حابة شريحة تاعي نرجعها legend,Neutre
39,Nawel Ninet,شريتها ندمت تقيلة كثيرا,Negatif
39,Djaafar Djaafar,تمدولنا gوالريزو لا يوجد لاكونيكسو عيانة تقول فكرون يتمشى نديرو همكم الوحيد سرق وتعريو الناس لوكان جيتو تخمو الزبون تاعكم تسقمو شبكة ولاكونيكسيو تاعكم وخليكم الكذب والنفاق تقول جابوكم اسرائيل,Negatif
39,الحاج فلاڨ,تاعي ابونمو خاص كيفاه تولي,Neutre
39,Mohamed El Amine,وهذي راني شفتها سطوري يوجد,Neutre
39,عادل دخوش,راها عندي جازي ندمت ليشريتها,Negatif
39,محمد عبد الله,عرض دفع مسبق ولا بعدي,Neutre
40,Noé Noé,حب,Positif
40,Kader Kader,جيد,Positif
40,ဗီူ ဗီူ ဗီူ ဗီူ,جيد,Positif
40,Plume Plume,جيد,Positif
40,Abdelkader Re,مليح,Positif
40,Smiley Tipaza,جيد,Positif
40,Koléa Koléa,عرض شباب,Positif
40,Khair Edin Mohamed Louati,lkn tzido f lw jr khir smana,Neutre
40,Ël Pæţreøña,درتها مش الا لكدب ايضا تعبئة يسرقولك وياكتيفيولك دراهم هواهم حسبي الله ونعم لوكيل متخموش فناس هدية بلاك معندهاش بلاك يحتاجو لنترنات يقراو رمضان ؤمضان توما سرق,Negatif
40,Bouchra Benchkk,احشمو عرضكم راكم تاكتفيو عروض تدولي وكليكم ربي شهر نعد سراقين,Negatif
41,Sam Sam Ber,hayela,Neutre
41,Kouider KDr,عندي يوم وانا نستنا لكي ديرولي migration hayla bzzf legend,Neutre
41,Med OM,كفاش نحولو منفرد legend,Neutre
41,Khã Lās,الرمز لكي تفعيل انترنت,Neutre
41,Noé Noé,حب,Positif
41,Yacine Laoudj,quoi nouvelle puce seulement legende,Neutre
41,Kader Hasni,comuniqation vers telephone fixe gratuite,Neutre
41,Ici khàñchĺà 40,djezzy نتوما تسرقوو اكتيفيت خاص عطيطوني وكيلكم ربي,Negatif
41,Wahid MD,وكيفاه نحولو العرض اصحاب الشرائح القديمة,Neutre
41,Abdeselam Boudkhila,عيش الفرحة djezzy dima معاكم,Positif
41,AminoAmine YaAmine,بصح مخصوصة رسائل ليست محدودة,Neutre
42,Ici khàñchĺà 40,djezzy لماذا سرق اكتيفيت خاص عطيطوني,Negatif
42,As Ma Belkacemi,شكرا جازي مرحبا فوجنا وقت مرحبا بضيوفنا الكرام فوج امال قاوش يرحب يتمنى رمضان مبارك عيد سعيد,Positif
42,Koléa Koléa,بالتوفيق,Positif
42,Abdelkader Re,ما شاء الله,Positif
42,زيراري محمد الطيب,تقبل الله منا ومنكم صالح الاعمال وجزاكم خير,Positif
42,Zouzou Zouzou,bravo,Positif
